iteration	modularity
112	0.712322656230287
113	0.7076050821983199
114	0.7074530170740945
115	0.7251822877064648
116	0.6765275262219954
117	0.7574992537898315
118	0.6959470827905249
119	0.6489987724496753
120	0.6916870038507736
121	0.7335356608056929
122	0.7076413766767355
123	0.6757772331886767
124	0.7160724090357471
125	0.7091180275577598
126	0.7163599042393489
127	0.6922666552230018
128	0.7609441232960882
129	0.6994020516911864
130	0.6725689581376777
131	0.642582941690156
132	0.7203267617424549
133	0.7463830039061848
134	0.7368829575595166
135	0.720390338612909
136	0.6619614733742043
137	0.6576626270733762
138	0.798916641703793
139	0.6971404343491747
140	0.6956882663045215
141	0.6904989035339177
142	0.7013771958628441
143	0.752020372637443
144	0.7042124849732562
145	0.7448242666055263
146	0.6563515660399224
147	0.7370917808625254
148	0.6838483762478514
149	0.7341234657547625
150	0.7139449080624355
151	0.7541706657471909
152	0.7663288597106269
153	0.7067158342744324
154	0.7288829527715585
155	0.7006547888868903
156	0.7036694687288284
157	0.7143811774795685
158	0.7365428414865025
159	0.7462682528831713
160	0.72812076184378
161	0.6772664477620616
162	0.7665547017134804
163	0.6831931042993887
164	0.7271777442115196
165	0.7142615080224228
166	0.7656669338975479
167	0.7126576050988698
168	0.7108177548352133
169	0.7314618954270873
170	0.7242526142765948
171	0.7532099020374204
172	0.6737938735024067
173	0.7266050444168253
174	0.6872120534004093
175	0.6977276500022992
176	0.6747854650275911
177	0.770764489826121
178	0.7296500351793476
179	0.6997825109671553
180	0.7010608001418778
181	0.772269705385425
182	0.6963649346038483
183	0.6944419346052069
184	0.7286475441243115
185	0.7717861651724386
186	0.7077008220487344
187	0.697957119266922
188	0.738908578161023
189	0.7012644645174895
190	0.7042498828327527
191	0.7087020509477883
192	0.6968495722738346
193	0.6690772626816288
194	0.6662634034957451
195	0.7380050728381085
196	0.7360725700953268
197	0.7044705185206245
198	0.746348417853796
199	0.6874503409273338
200	0.6782704477031596
201	0.7034441762723643
202	0.7229665684813459
203	0.7283827058186275
204	0.6757024525568793
205	0.7647737879995588
206	0.7220547059322966
207	0.6971529561419909
208	0.7655778755917128
209	0.7307678067499085
210	0.7006042737429342
211	0.7227986571288073
212	0.6979135412360773
213	0.7401181493911502
214	0.6375594474833682
215	0.7285246392120204
216	0.7264387396056518
217	0.755647047474193
218	0.734296735027825
219	0.6951675622802963
220	0.679556170803978
221	0.6564358247905664
222	0.762971909929242
223	0.7336973623953691
224	0.7213767310967156
225	0.6489355995044475
226	0.7530432223284216
227	0.6947834885009257
228	0.7091081412381621
229	0.6313869883780854
230	0.7127159882214953
231	0.7027177703672272
232	0.7014372116749954
233	0.7072856952292669
234	0.7543315999390415
235	0.7210899317004164
236	0.7365583425264504
237	0.7293296972106349
238	0.7570038504643949
239	0.6905438767769736
240	0.7440991181168084
241	0.7292676435584086
242	0.7826483757382633
243	0.7601626569149824
244	0.7183259301537205
245	0.7424525720523825
246	0.7265108811377041
247	0.6987177322595877
248	0.6883643906548257
249	0.6440674640503739
250	0.7077583269321623
251	0.7546705788148671
252	0.7121783700048854
253	0.7142638818841744
254	0.6595453178111578
255	0.7197464229975318
256	0.6703710648683635
257	0.7881828075037551
258	0.7004637985008685
259	0.6794506025776729
260	0.6787587312381379
261	0.7463083974289655
262	0.7683241956953324
263	0.6943826813062695
264	0.7256256704323996
265	0.7375728214087971
266	0.723010544596434
267	0.7307651008382055
268	0.6990446966967973
269	0.7009576990498797
270	0.726666140714929
271	0.7075981152560012
272	0.72510440289942
273	0.740620653966965
274	0.7074080086767263
275	0.7218834891760783
276	0.7865110672998356
277	0.6901644898296553
278	0.693489442730218
279	0.74780272759371
280	0.6895061855847945
281	0.7332163040247321
282	0.7812722005713794
283	0.742309278277337
284	0.7332368556978514
285	0.7658564789460237
286	0.7330106018882715
287	0.7390144167077003
288	0.6869246255830203
289	0.7508702576982089
290	0.6717929572800297
291	0.7182172100953342
292	0.7053957972226789
293	0.794269727211178
294	0.7319868841934418
295	0.7404673518532304
296	0.699377270452691
297	0.7875729866527695
298	0.7059572380188297
299	0.768490035237406
300	0.7186293423681129
301	0.6897155157752846
302	0.746449719798528
303	0.6902913025716462
304	0.7174757346613057
305	0.6928144814776112
306	0.7399602522611727
307	0.7338781717565008
308	0.7171966069010468
309	0.722091571363451
310	0.7543271603436988
311	0.6487542804492675
312	0.7136938794551975
313	0.773248867242167
314	0.7016973547807511
315	0.6861079439123483
316	0.7350606080851443
317	0.6656833205138598
318	0.7316014901407403
319	0.6968381144843844
320	0.6862634102045563
321	0.7653122386394949
322	0.727640908589369
323	0.748993194305712
324	0.6995799547378014
325	0.7400178488972672
326	0.7131358279919873
327	0.7181803679485878
328	0.7493684696566874
329	0.7203334684841851
330	0.681354633053966
331	0.6916844659825228
332	0.7203646652277733
333	0.7202027941274745
334	0.753309131702586
335	0.710451559755328
336	0.6907142886370355
337	0.755816084855434
338	0.814724630601574
339	0.6655075938277614
340	0.7369258541450237
341	0.6752040773529269
342	0.6961331350428495
343	0.6936259008044214
344	0.7217503212944564
345	0.7072816668014812
346	0.7446843951690856
347	0.6909915363042822
348	0.7066056345637897
349	0.7576903863716822
350	0.6670797305912571
351	0.7218609459564942
352	0.714542582562588
353	0.706355525575857
354	0.7448226490836135
355	0.729698743584353
356	0.7190441770100598
357	0.7437977137962468
358	0.7330592655576792
359	0.722861574137951
360	0.775193455300473
361	0.762962241575318
362	0.7146270609259728
363	0.7025457213866411
364	0.7103517351617237
365	0.7459202501979002
366	0.6737948391424989
367	0.7784392084943285
368	0.7416564672347057
369	0.7282302368698466
370	0.699831781914432
371	0.6741060702052867
372	0.7406979734367873
373	0.6849152457393243
374	0.7084506823307519
375	0.6844302580970312
376	0.6927884069291395
377	0.7317578638023025
378	0.6644985561676309
379	0.6536549099971347
380	0.7510526375037226
381	0.7067420262483753
382	0.7169925828136892
383	0.7072252964644462
384	0.7010262134973788
385	0.6950473527873235
386	0.7047255150284581
387	0.6943762012051643
388	0.7312886302216406
389	0.6864773014817038
390	0.7298361151735865
391	0.6638288963045061
392	0.7561386034655488
393	0.6951524873816232
394	0.7161035162429275
395	0.7237909086448635
396	0.689760326287797
397	0.7586218621810015
398	0.7089973295044287
399	0.7456781259314391
400	0.6768148891112782
401	0.7250894282383417
402	0.7394132379913636
403	0.6899126113476242
404	0.6991895172034169
405	0.6761863773034815
406	0.7215213241120584
407	0.7843475843533426
408	0.6868778966675302
409	0.7068624121562502
410	0.642203856978191
411	0.7149705972089136
412	0.7654909853505958
413	0.7460113742447724
414	0.7045057146273672
415	0.7393926575362653
416	0.7627710856474058
417	0.7263255654884085
418	0.7229426264233224
419	0.6498017425847271
420	0.7854300212553192
421	0.6993119929135095
422	0.668908770787918
423	0.7022179396249169
424	0.6902853982122843
425	0.6787797206531869
426	0.6930186973988628
427	0.6692045383903995
428	0.7360764903685748
429	0.757445465234303
430	0.7633765538756463
431	0.6894453459101948
432	0.6963064144452266
433	0.7201514460595045
434	0.6874383494788578
435	0.7036867854908258
436	0.7673727523406815
437	0.6600822430350886
438	0.6657200599607501
439	0.6500003429710303
440	0.7183600268269827
441	0.7126428766862606
442	0.7361990145066145
443	0.6793812697453409
444	0.6736189219988351
445	0.6732114538050509
446	0.7727903348820906
447	0.7105823755039766
448	0.7455337296235673
449	0.7178756763545957
450	0.7285802045221462
451	0.7143453738537047
452	0.7661640383360924
453	0.7128903518125986
454	0.7390663063435973
455	0.7158197977866114
456	0.7958005254927558
457	0.6993827512232709
458	0.7246886143910825
459	0.6973163784177718
460	0.7145602933422256
461	0.6914091293564885
462	0.747426710311607
463	0.6478103683319928
464	0.7015395714026594
465	0.7255059807759098
466	0.6994209823019428
467	0.7353556966530227
468	0.7100701549165105
469	0.7481368672679761
470	0.7041590921665906
471	0.6733376258920843
472	0.6930931608549326
473	0.7643857215587808
474	0.7653296521905063
475	0.6878192719786443
476	0.7105409267817321
477	0.7350197075777707
478	0.7019431227102568
479	0.7193091161189259
480	0.7018993750770541
481	0.696871473274492
482	0.730688139506331
483	0.7275567230810958
484	0.7565805048370742
485	0.7945442400581596
486	0.7357421293070242
487	0.7538522347529537
488	0.7052701482284369
489	0.6952303938310721
490	0.7149952585519325
491	0.7360391160552897
492	0.6891337040217729
493	0.7216738685418068
494	0.7701374335802116
495	0.7070472975457095
496	0.719360926847509
497	0.7515985111303093
498	0.7098154627029984
499	0.6780744366645818
500	0.7129147432516287
